Ranking,University Name,National/Regional Rank,Total Score,LOGO,University Detail 
501-600,South China Agricultural University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/90236014.png,http://www.shanghairanking.com/institution/south-china-agricultural-university
501-600,South China Normal University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/47317168.png,http://www.shanghairanking.com/institution/south-china-normal-university
501-600,Southwest Jiaotong University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/29218271.png,http://www.shanghairanking.com/institution/southwest-jiaotong-university
501-600,Southwest University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/68012227.png,http://www.shanghairanking.com/institution/southwest-university
501-600,Southwestern University of Finance and Economics,72-93,0.0,http://www.shanghairanking.com/_uni/logo/84100177.png,http://www.shanghairanking.com/institution/southwestern-university-of-finance-and-economics
501-600,"St George's, University of London",39-41,0.0,http://www.shanghairanking.com/_uni/logo-jpg/510c6082100.jpg,http://www.shanghairanking.com/institution/st-georges-university-of-london
501-600,Swansea University,39-41,0.0,http://www.shanghairanking.com/_uni/logo/f42787c55.png,http://www.shanghairanking.com/institution/swansea-university
501-600,Tarbiat Modares University,3,0.0,http://www.shanghairanking.com/_uni/logo-jpg/8c9a1f9a900.jpg,http://www.shanghairanking.com/institution/tarbiat-modares-university
501-600,The University of New Mexico - Albuquerque,128-146,0.0,http://www.shanghairanking.com/_uni/logo/d7d1de5e4.png,http://www.shanghairanking.com/institution/the-university-of-new-mexico-albuquerque
501-600,Tianjin Medical University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/48683228.png,http://www.shanghairanking.com/institution/tianjin-medical-university
501-600,Umea University,11,0.0,http://www.shanghairanking.com/_uni/logo/bb8830f26.png,http://www.shanghairanking.com/institution/umea-university
501-600,Università Della Svizzera Italiana,8-9,0.0,http://www.shanghairanking.com/_uni/logo/351d73d32.png,http://www.shanghairanking.com/institution/universit-della-svizzera-italiana
501-600,University of Alaska - Fairbanks,128-146,0.0,http://www.shanghairanking.com/_uni/logo/2e039f99b.png,http://www.shanghairanking.com/institution/university-of-alaska-fairbanks
501-600,University of Arkansas at Fayetteville,128-146,0.0,http://www.shanghairanking.com/_uni/logo/298ee7612.png,http://www.shanghairanking.com/institution/university-of-arkansas-at-fayetteville
501-600,University of Bremen,32-37,0.0,http://www.shanghairanking.com/_uni/logo/03ecf2289.png,http://www.shanghairanking.com/institution/university-of-bremen
501-600,University of Burgundy,17-19,0.0,http://www.shanghairanking.com/_uni/logo/8f9fd8dc3.png,http://www.shanghairanking.com/institution/university-of-burgundy
501-600,University of Catania,18-26,0.0,http://www.shanghairanking.com/_uni/logo/5482eede5.png,http://www.shanghairanking.com/institution/university-of-catania
501-600,University of Clermont Auvergne,17-19,0.0,http://www.shanghairanking.com/_uni/logo/84c2891bd.png,http://www.shanghairanking.com/institution/university-of-clermont-auvergne
501-600,University of Coimbra,5-6,0.0,http://www.shanghairanking.com/_uni/logo/7d6ada42c.png,http://www.shanghairanking.com/institution/university-of-coimbra
501-600,University of Côte d'Azur,17-19,0.0,http://www.shanghairanking.com/_uni/logo/9dd52c3a5.png,http://www.shanghairanking.com/institution/university-of-cte-dazur
501-600,University of Cyprus,1,0.0,http://www.shanghairanking.com/_uni/logo/32e474f47.png,http://www.shanghairanking.com/institution/university-of-cyprus
501-600,University of Fribourg,8-9,0.0,http://www.shanghairanking.com/_uni/logo/1c18d27a3.png,http://www.shanghairanking.com/institution/university-of-fribourg
501-600,University of Genoa,18-26,0.0,http://www.shanghairanking.com/_uni/logo-jpg/b93c9834100.jpg,http://www.shanghairanking.com/institution/university-of-genoa
501-600,University of Giessen,32-37,0.0,http://www.shanghairanking.com/_uni/logo-jpg/faa54a30300.jpg,http://www.shanghairanking.com/institution/university-of-giessen
501-600,University of Haifa,7,0.0,http://www.shanghairanking.com/_uni/logo/391929002.png,http://www.shanghairanking.com/institution/university-of-haifa
501-600,University of Konstanz,32-37,0.0,http://www.shanghairanking.com/_uni/logo/f7c03d40b.png,http://www.shanghairanking.com/institution/university-of-konstanz
501-600,University of KwaZulu-Natal,6,0.0,http://www.shanghairanking.com/_uni/logo/c071bca77.png,http://www.shanghairanking.com/institution/university-of-kwazulu-natal
501-600,University of Modena and Reggio Emilia,18-26,0.0,http://www.shanghairanking.com/_uni/logo-jpg/e939daacc00.jpg,http://www.shanghairanking.com/institution/university-of-modena-and-reggio-emilia
501-600,University of Navarra,12-15,0.0,http://www.shanghairanking.com/_uni/logo/cd6325eac.png,http://www.shanghairanking.com/institution/university-of-navarra
501-600,University of Nevada - Reno,128-146,0.0,http://www.shanghairanking.com/_uni/logo/90ef5381d.png,http://www.shanghairanking.com/institution/university-of-nevada-reno
501-600,University of New Hampshire,128-146,0.0,http://www.shanghairanking.com/_uni/logo/b88720b82.png,http://www.shanghairanking.com/institution/university-of-new-hampshire
501-600,University of Oklahoma - Norman,128-146,0.0,http://www.shanghairanking.com/_uni/logo/a09e217f8.png,http://www.shanghairanking.com/institution/university-of-oklahoma-norman
501-600,University of Palermo,18-26,0.0,http://www.shanghairanking.com/_uni/logo/9788bf08a.png,http://www.shanghairanking.com/institution/university-of-palermo
501-600,University of Parma,18-26,0.0,http://www.shanghairanking.com/_uni/logo-jpg/f7d68d11c00.jpg,http://www.shanghairanking.com/institution/university-of-parma
501-600,University of Plymouth,39-41,0.0,http://www.shanghairanking.com/_uni/logo/13cde6e5c.png,http://www.shanghairanking.com/institution/university-of-plymouth
501-600,University of Roma - Tor Vergata,18-26,0.0,http://www.shanghairanking.com/_uni/logo/71a9fac11.png,http://www.shanghairanking.com/institution/university-of-roma-tor-vergata
501-600,University of Rostock,32-37,0.0,http://www.shanghairanking.com/_uni/logo/d936760b9.png,http://www.shanghairanking.com/institution/university-of-rostock
501-600,University of Salamanca,12-15,0.0,http://www.shanghairanking.com/_uni/logo/6643f9877.png,http://www.shanghairanking.com/institution/university-of-salamanca
501-600,"University of Science, Malaysia",3,0.0,http://www.shanghairanking.com/_uni/logo-jpg/0bbca4da200.jpg,http://www.shanghairanking.com/institution/university-of-science-malaysia
501-600,University of Sherbrooke,20-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/5746e099100.jpg,http://www.shanghairanking.com/institution/university-of-sherbrooke
501-600,University of South Australia,25-27,0.0,http://www.shanghairanking.com/_uni/logo/5181997d8.png,http://www.shanghairanking.com/institution/university-of-south-australia
501-600,University of Southern Queensland,25-27,0.0,http://www.shanghairanking.com/_uni/logo/e3be14bad.png,http://www.shanghairanking.com/institution/university-of-southern-queensland
501-600,University of Tartu,1,0.0,http://www.shanghairanking.com/_uni/logo/d6c752216.png,http://www.shanghairanking.com/institution/university-of-tartu
501-600,University of Tromso,4,0.0,http://www.shanghairanking.com/_uni/logo/ad62116a7.png,http://www.shanghairanking.com/institution/university-of-tromso
501-600,University of Ulsan,12-15,0.0,http://www.shanghairanking.com/_uni/logo-jpg/4a4d71a2d00.jpg,http://www.shanghairanking.com/institution/university-of-ulsan
501-600,University of Verona,18-26,0.0,http://www.shanghairanking.com/_uni/logo-jpg/9ec9254a300.jpg,http://www.shanghairanking.com/institution/university-of-verona
501-600,University of Vigo,12-15,0.0,http://www.shanghairanking.com/_uni/logo-jpg/41326703500.jpg,http://www.shanghairanking.com/institution/university-of-vigo
501-600,University of Wyoming,128-146,0.0,http://www.shanghairanking.com/_uni/logo/23ff65b3f.png,http://www.shanghairanking.com/institution/university-of-wyoming
501-600,University of Zaragoza,12-15,0.0,http://www.shanghairanking.com/_uni/logo-jpg/46f672da900.jpg,http://www.shanghairanking.com/institution/university-of-zaragoza
501-600,Wake Forest University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/1598033eb.png,http://www.shanghairanking.com/institution/wake-forest-university
501-600,Wayne State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/26c477d65.png,http://www.shanghairanking.com/institution/wayne-state-university
501-600,Wenzhou Medical University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/83187141.png,http://www.shanghairanking.com/institution/wenzhou-medical-university
501-600,Xidian University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/88267454.png,http://www.shanghairanking.com/institution/xidian-university
501-600,Yeungnam University,12-15,0.0,http://www.shanghairanking.com/_uni/logo/f65adb5e5.png,http://www.shanghairanking.com/institution/yeungnam-university
501-600,Yunnan University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/31586909.png,http://www.shanghairanking.com/institution/yunnan-university
501-600,Zhejiang Normal University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/34648327.png,http://www.shanghairanking.com/institution/zhejiang-normal-university
601-700,AGH University of Science and Technology,3,0.0,http://www.shanghairanking.com/_uni/logo/f67d4a423.png,http://www.shanghairanking.com/institution/agh-university-of-science-and-technology
601-700,Amirkabir University of Technology,4-5,0.0,http://www.shanghairanking.com/_uni/logo/e887320e3.png,http://www.shanghairanking.com/institution/amirkabir-university-of-technology
601-700,Anhui Medical University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/55688137.png,http://www.shanghairanking.com/institution/anhui-medical-university
601-700,Anhui University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/13378567.png,http://www.shanghairanking.com/institution/anhui-university
601-700,Bangor University,42-49,10.7,http://www.shanghairanking.com/_uni/logo-jpg/4920618e000.jpg,http://www.shanghairanking.com/institution/bangor-university
601-700,Beijing University of Posts and Telecommunications,94-114,0.0,http://www.shanghairanking.com/_uni/logo/15344334.png,http://www.shanghairanking.com/institution/beijing-university-of-posts-and-telecommunications
601-700,Binghamton University,147-157,0.0,http://www.shanghairanking.com/_uni/logo/2a4cfbe5c.png,http://www.shanghairanking.com/institution/binghamton-university
601-700,Brunel University,42-49,0.0,http://www.shanghairanking.com/_uni/logo/92f97cee2.png,http://www.shanghairanking.com/institution/brunel-university
601-700,Central China Normal University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/58510682.png,http://www.shanghairanking.com/institution/central-china-normal-university
601-700,Chang'an University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/22876250.png,http://www.shanghairanking.com/institution/changan-university
601-700,Chiba University,14-19,0.0,http://www.shanghairanking.com/_uni/logo/3a9c29fe2.png,http://www.shanghairanking.com/institution/chiba-university
601-700,China Medical University (Shenyang),94-114,0.0,http://www.shanghairanking.com/_uni/logo/87682693.png,http://www.shanghairanking.com/institution/china-medical-university-shenyang
601-700,Clemson University,147-157,0.0,http://www.shanghairanking.com/_uni/logo/a07c7ddc7.png,http://www.shanghairanking.com/institution/clemson-university
601-700,Copenhagen Business School,6,0.0,http://www.shanghairanking.com/_uni/logo/53722c4c3.png,http://www.shanghairanking.com/institution/copenhagen-business-school
601-700,Edith Cowan University,28-29,0.0,http://www.shanghairanking.com/_uni/logo/cb71e8dc7.png,http://www.shanghairanking.com/institution/edith-cowan-university
601-700,Eotvos Lorand University,1-2,10.7,http://www.shanghairanking.com/_uni/logo/1aed152b9.png,http://www.shanghairanking.com/institution/eotvos-lorand-university
601-700,Ewha Womans University,16-17,0.0,http://www.shanghairanking.com/_uni/logo/bd7393899.png,http://www.shanghairanking.com/institution/ewha-womans-university
601-700,Federal University of Parana,7-10,0.0,http://www.shanghairanking.com/_uni/logo/d81cc762d.png,http://www.shanghairanking.com/institution/federal-university-of-parana
601-700,Federal University of Sao Carlos,7-10,0.0,http://www.shanghairanking.com/_uni/logo/451958fbe.png,http://www.shanghairanking.com/institution/federal-university-of-sao-carlos
601-700,Federal University of Sao Paulo,7-10,0.0,http://www.shanghairanking.com/_uni/logo/f4b42a879.png,http://www.shanghairanking.com/institution/federal-university-of-sao-paulo
601-700,Federal University of Viçosa,7-10,0.0,http://www.shanghairanking.com/_uni/logo/389df2098.png,http://www.shanghairanking.com/institution/federal-university-of-viosa
601-700,Guizhou University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/47002167.png,http://www.shanghairanking.com/institution/guizhou-university
601-700,Hacettepe University,2-3,0.0,http://www.shanghairanking.com/_uni/logo/2cc9b991d.png,http://www.shanghairanking.com/institution/hacettepe-university
601-700,Hangzhou Dianzi University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/47982726.png,http://www.shanghairanking.com/institution/hangzhou-dianzi-university
601-700,Hasselt University,8,0.0,http://www.shanghairanking.com/_uni/logo/e1e2d8a2b.png,http://www.shanghairanking.com/institution/hasselt-university
601-700,Hong Kong Baptist University,6,0.0,http://www.shanghairanking.com/_uni/logo/a8fea0098.png,http://www.shanghairanking.com/institution/hong-kong-baptist-university
601-700,HSE University,4-5,0.0,http://www.shanghairanking.com/_uni/logo/6a8cdff3a.png,http://www.shanghairanking.com/institution/hse-university
601-700,Hunan Normal University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/60718001.png,http://www.shanghairanking.com/institution/hunan-normal-university
601-700,INHA University,16-17,0.0,http://www.shanghairanking.com/_uni/logo/8cbf3f563.png,http://www.shanghairanking.com/institution/inha-university
601-700,Juntendo University,14-19,0.0,http://www.shanghairanking.com/_uni/logo-jpg/1fd69f0e000.jpg,http://www.shanghairanking.com/institution/juntendo-university
601-700,Kent State University,147-157,0.0,http://www.shanghairanking.com/_uni/logo/d11e987c0.png,http://www.shanghairanking.com/institution/kent-state-university
601-700,King Khalid University,6,0.0,http://www.shanghairanking.com/_uni/logo/1486b1d6a.png,http://www.shanghairanking.com/institution/king-khalid-university
601-700,Kitasato University,14-19,0.0,http://www.shanghairanking.com/_uni/logo-jpg/307b2b66c00.jpg,http://www.shanghairanking.com/institution/kitasato-university
601-700,Kunming University of Science and Technology,94-114,0.0,http://www.shanghairanking.com/_uni/logo/50829319.png,http://www.shanghairanking.com/institution/kunming-university-of-science-and-technology
601-700,Liverpool John Moores University,42-49,0.0,http://www.shanghairanking.com/_uni/logo-jpg/5ce5ca56c00.jpg,http://www.shanghairanking.com/institution/liverpool-john-moores-university
601-700,Mahidol University,2,0.0,http://www.shanghairanking.com/_uni/logo/4d0b8e15d.png,http://www.shanghairanking.com/institution/mahidol-university
601-700,Mansoura University,3,0.0,http://www.shanghairanking.com/_uni/logo-jpg/424a6c55e00.jpg,http://www.shanghairanking.com/institution/mansoura-university
601-700,Marche Polytechnic University,27-32,0.0,http://www.shanghairanking.com/_uni/logo/5c0e594b0.png,http://www.shanghairanking.com/institution/marche-polytechnic-university
601-700,Massey University,5,0.0,http://www.shanghairanking.com/_uni/logo/e2b89e96d.png,http://www.shanghairanking.com/institution/massey-university
601-700,Nanjing Forestry University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/34561912.png,http://www.shanghairanking.com/institution/nanjing-forestry-university
601-700,Nanjing University of Posts and Telecommunications,94-114,0.0,http://www.shanghairanking.com/_uni/logo/19754745.png,http://www.shanghairanking.com/institution/nanjing-university-of-posts-and-telecommunications
601-700,National Polytechnic Institute,2,0.0,http://www.shanghairanking.com/_uni/logo/00e5ce236.png,http://www.shanghairanking.com/institution/national-polytechnic-institute
601-700,National Sun Yat-Sen University,8-9,0.0,http://www.shanghairanking.com/_uni/logo/d1665b066.png,http://www.shanghairanking.com/institution/national-sun-yat-sen-university
601-700,National University of Defense Technology,94-114,0.0,http://www.shanghairanking.com/_uni/logo/43010135.png,http://www.shanghairanking.com/institution/national-university-of-defense-technology
601-700,Naval Medical University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/52521841.png,http://www.shanghairanking.com/institution/the-second-military-medical-university
601-700,Ningbo University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/83052172.png,http://www.shanghairanking.com/institution/ningbo-university
601-700,Northumbria University,42-49,0.0,http://www.shanghairanking.com/_uni/logo/147f0f061.png,http://www.shanghairanking.com/institution/northumbria-university
601-700,North-West University,7,10.7,http://www.shanghairanking.com/_uni/logo-jpg/d187002b500.jpg,http://www.shanghairanking.com/institution/north-west-university
601-700,Nottingham Trent University,42-49,0.0,http://www.shanghairanking.com/_uni/logo/0afaf15db.png,http://www.shanghairanking.com/institution/nottingham-trent-university
601-700,Orebro University,12,0.0,http://www.shanghairanking.com/_uni/logo/a3ea72a42.png,http://www.shanghairanking.com/institution/orebro-university
601-700,Polytechnic University of Madrid,16-21,0.0,http://www.shanghairanking.com/_uni/logo/701fcabab.png,http://www.shanghairanking.com/institution/polytechnic-university-of-madrid
601-700,Polytechnic University of Turin,27-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/145b9cd4f00.jpg,http://www.shanghairanking.com/institution/polytechnic-university-of-turin
601-700,"Royal Holloway, University of London",42-49,0.0,http://www.shanghairanking.com/_uni/logo/ff64db158.png,http://www.shanghairanking.com/institution/royal-holloway-university-of-london
601-700,Saint Louis University,147-157,0.0,http://www.shanghairanking.com/_uni/logo/fd492810c.png,http://www.shanghairanking.com/institution/saint-louis-university
601-700,Sechenov University,4-5,0.0,http://www.shanghairanking.com/_uni/logo/3cb7971a0.png,http://www.shanghairanking.com/institution/sechenov-university
601-700,Semmelweis University,1-2,0.0,http://www.shanghairanking.com/_uni/logo/56aa90fd2.png,http://www.shanghairanking.com/institution/semmelweis-university
601-700,Shaanxi Normal University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/22611416.png,http://www.shanghairanking.com/institution/shaanxi-normal-university
601-700,Shandong Normal University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/91702072.png,http://www.shanghairanking.com/institution/shandong-normal-university
601-700,Shanxi University,94-114,0.0,http://www.shanghairanking.com/_uni/logo/45548865.png,http://www.shanghairanking.com/institution/shanxi-university
601-700,Sharif University of Technology,4-5,15.1,http://www.shanghairanking.com/_uni/logo/3a61a30e3.png,http://www.shanghairanking.com/institution/sharif-university-of-technology
601-700,State University of New York Health Science Center at Brooklyn,147-157,0.0,http://www.shanghairanking.com/_uni/logo/611e47699.png,http://www.shanghairanking.com/institution/state-university-of-new-york-health-science-center-at-brooklyn
601-700,Taipei Medical University,8-9,0.0,http://www.shanghairanking.com/_uni/logo/e9c23fec2.png,http://www.shanghairanking.com/institution/taipei-medical-university
601-700,"The Chinese University of Hong Kong, Shenzhen",94-114,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7968359000.jpg,http://www.shanghairanking.com/institution/the-chinese-university-of-hong-kong-shenzhen
601-700,The Open University,42-49,0.0,http://www.shanghairanking.com/_uni/logo-jpg/ad501b36300.jpg,http://www.shanghairanking.com/institution/the-open-university
601-700,The University of Alabama - Tuscaloosa,147-157,0.0,http://www.shanghairanking.com/_uni/logo/20a397f37.png,http://www.shanghairanking.com/institution/the-university-of-alabama-tuscaloosa
601-700,The University of Texas at Arlington,147-157,0.0,http://www.shanghairanking.com/_uni/logo/7c2129da5.png,http://www.shanghairanking.com/institution/the-university-of-texas-at-arlington
601-700,Tilburg University,13,0.0,http://www.shanghairanking.com/_uni/logo/ae935574f.png,http://www.shanghairanking.com/institution/tilburg-university
601-700,Tokyo Medical and Dental University,14-19,0.0,http://www.shanghairanking.com/_uni/logo/f08405847.png,http://www.shanghairanking.com/institution/tokyo-medical-and-dental-university
601-700,Tokyo University of Science,14-19,11.9,http://www.shanghairanking.com/_uni/logo/16303ca23.png,http://www.shanghairanking.com/institution/tokyo-university-of-science
601-700,Ton Duc Thang University,1,0.0,http://www.shanghairanking.com/_uni/logo-jpg/f243907b000.jpg,http://www.shanghairanking.com/institution/ton-duc-thang-university
601-700,Tulane University,147-157,0.0,http://www.shanghairanking.com/_uni/logo/9a8c0789e.png,http://www.shanghairanking.com/institution/tulane-university
601-700,Universidad Pablo de Olavide,16-21,0.0,http://www.shanghairanking.com/_uni/logo/7a48db38e.png,http://www.shanghairanking.com/institution/universidad-pablo-de-olavide
601-700,Universitat Jaume I,16-21,0.0,http://www.shanghairanking.com/_uni/logo-jpg/641483fb200.jpg,http://www.shanghairanking.com/institution/universitat-jaume-i
601-700,University at Albany (State University of New York),147-157,0.0,http://www.shanghairanking.com/_uni/logo/3cc2bc883.png,http://www.shanghairanking.com/institution/university-at-albany-state-university-of-new-york
601-700,University of Alicante,16-21,0.0,http://www.shanghairanking.com/_uni/logo/ecb99c53b.png,http://www.shanghairanking.com/institution/university-of-alicante
601-700,University of Crete,3,0.0,http://www.shanghairanking.com/_uni/logo/e5b9561a5.png,http://www.shanghairanking.com/institution/university-of-crete
601-700,University of Delhi,2-3,0.0,http://www.shanghairanking.com/_uni/logo/72475efd1.png,http://www.shanghairanking.com/institution/university-of-delhi
601-700,University of Eastern Finland,6,0.0,http://www.shanghairanking.com/_uni/logo-jpg/161979ad200.jpg,http://www.shanghairanking.com/institution/university-of-eastern-finland
601-700,University of Extremadura,16-21,0.0,http://www.shanghairanking.com/_uni/logo/df0c6ceab.png,http://www.shanghairanking.com/institution/university-of-extremadura
601-700,University of Ferrara,27-32,0.0,http://www.shanghairanking.com/_uni/logo/bc02ceb50.png,http://www.shanghairanking.com/institution/university-of-ferrara
601-700,University of Graz,8,13.1,http://www.shanghairanking.com/_uni/logo/c9baa2289.png,http://www.shanghairanking.com/institution/university-of-graz
601-700,University of Greenwich,42-49,16.9,http://www.shanghairanking.com/_uni/logo-jpg/5ddeec0af00.jpg,http://www.shanghairanking.com/institution/university-of-greenwich
601-700,University of Halle-Wittenberg,38-39,0.0,http://www.shanghairanking.com/_uni/logo/5f7377c92.png,http://www.shanghairanking.com/institution/university-of-halle-wittenberg
601-700,University of Health Sciences Turkey,2-3,0.0,http://www.shanghairanking.com/_uni/logo/21086e34f.png,http://www.shanghairanking.com/institution/university-of-health-sciences-turkey
601-700,University of Iceland,1,0.0,http://www.shanghairanking.com/_uni/logo/9a47b4e40.png,http://www.shanghairanking.com/institution/university-of-iceland
601-700,University of Idaho,147-157,0.0,http://www.shanghairanking.com/_uni/logo/b4f702784.png,http://www.shanghairanking.com/institution/university-of-idaho
601-700,"University of Maryland, Baltimore County",147-157,0.0,http://www.shanghairanking.com/_uni/logo/3ff2a8af8.png,http://www.shanghairanking.com/institution/university-of-maryland-baltimore-county
601-700,University of Nantes,20-22,0.0,http://www.shanghairanking.com/_uni/logo/8fcd7fad6.png,http://www.shanghairanking.com/institution/university-of-nantes
601-700,University of Oldenburg,38-39,0.0,http://www.shanghairanking.com/_uni/logo/7e3ba3054.png,http://www.shanghairanking.com/institution/university-of-oldenburg
601-700,University of Rennes 1,20-22,0.0,http://www.shanghairanking.com/_uni/logo/8143e1d2c.png,http://www.shanghairanking.com/institution/university-of-rennes-1
601-700,University of Salerno,27-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/fc4e3f80000.jpg,http://www.shanghairanking.com/institution/university-of-salerno
601-700,University of Siena,27-32,0.0,http://www.shanghairanking.com/_uni/logo/96bc4b43f.png,http://www.shanghairanking.com/institution/university-of-siena
601-700,University of the Sunshine Coast,28-29,0.0,http://www.shanghairanking.com/_uni/logo/a6b0f3fd9.png,http://www.shanghairanking.com/institution/university-of-the-sunshine-coast
601-700,University of Trieste,27-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/bb3b959fc00.jpg,http://www.shanghairanking.com/institution/university-of-trieste
601-700,University of Versailles Saint-Quentin-en-Yvelines,20-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/5489e557600.jpg,http://www.shanghairanking.com/institution/university-of-versailles-saint-quentin-en-yvelines
601-700,University Rovira i Virgili,16-21,0.0,http://www.shanghairanking.com/_uni/logo/1557d4c88.png,http://www.shanghairanking.com/institution/university-rovira-i-virgili
601-700,Vellore Institute of Technology,2-3,0.0,http://www.shanghairanking.com/_uni/logo/c9bae2aa7.png,http://www.shanghairanking.com/institution/vellore-institute-of-technology
601-700,Waseda University,14-19,0.0,http://www.shanghairanking.com/_uni/logo/791423400.png,http://www.shanghairanking.com/institution/waseda-university
601-700,Westlake University,94-114,0.0,http://www.shanghairanking.com/images/default_logo.svg,http://www.shanghairanking.com/institution/westlake-university
601-700,Xi'an University of Technology,94-114,0.0,http://www.shanghairanking.com/_uni/logo/41922592.png,http://www.shanghairanking.com/institution/xian-university-of-technology
701-800,Addis Ababa University,1,16.9,http://www.shanghairanking.com/_uni/logo/740bbb5f7.png,http://www.shanghairanking.com/institution/addis-ababa-university
701-800,Ain Shams University,4,0.0,http://www.shanghairanking.com/_uni/logo/9dfa977c3.png,http://www.shanghairanking.com/institution/ain-shams-university
701-800,American University of Beirut,1,0.0,http://www.shanghairanking.com/_uni/logo/6e606e698.png,http://www.shanghairanking.com/institution/american-university-of-beirut
701-800,Army Medical University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/45762099.png,http://www.shanghairanking.com/institution/army-medical-university
701-800,AUT University,6-8,0.0,http://www.shanghairanking.com/_uni/logo/04d925a97.png,http://www.shanghairanking.com/institution/aut-university
701-800,Bielefeld University,40-43,0.0,http://www.shanghairanking.com/_uni/logo/f6151fa61.png,http://www.shanghairanking.com/institution/bielefeld-university
701-800,Catholic University of Korea,18-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7404420eb00.jpg,http://www.shanghairanking.com/institution/catholic-university-of-korea
701-800,Changsha University of Science and Technology,115-132,0.0,http://www.shanghairanking.com/_uni/logo/12224674.png,http://www.shanghairanking.com/institution/changsha-university-of-science-and-technology
701-800,Chiang Mai University,3,0.0,http://www.shanghairanking.com/_uni/logo/6639a709b.png,http://www.shanghairanking.com/institution/chiang-mai-university
701-800,China University of Mining and Technology - Beijing,115-132,0.0,http://www.shanghairanking.com/_uni/logo/61910568.png,http://www.shanghairanking.com/institution/china-university-of-mining-and-technology-beijing
701-800,Chongqing Medical University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/81855043.png,http://www.shanghairanking.com/institution/chongqing-medical-university
701-800,Chung-Ang University,18-22,0.0,http://www.shanghairanking.com/_uni/logo/e39be4ca7.png,http://www.shanghairanking.com/institution/chung-ang-university
701-800,Chungnam National University,18-22,0.0,http://www.shanghairanking.com/_uni/logo-jpg/758b6125200.jpg,http://www.shanghairanking.com/institution/chungnam-national-university
701-800,Colorado School of Mines,158-174,0.0,http://www.shanghairanking.com/_uni/logo/71fc2b100.png,http://www.shanghairanking.com/institution/colorado-school-of-mines
701-800,Comenius University in Bratislava,1,0.0,http://www.shanghairanking.com/_uni/logo/8f1443b10.png,http://www.shanghairanking.com/institution/comenius-university-in-bratislava
701-800,Dalian Maritime University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/30113036.png,http://www.shanghairanking.com/institution/dalian-maritime-university
701-800,Donghua University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/41255312.png,http://www.shanghairanking.com/institution/donghua-university
701-800,Federal University of Santa Catarina,11-13,0.0,http://www.shanghairanking.com/_uni/logo/e73711102.png,http://www.shanghairanking.com/institution/federal-university-of-santa-catarina
701-800,Fluminense Federal University,11-13,0.0,http://www.shanghairanking.com/_uni/logo/d8d78476a.png,http://www.shanghairanking.com/institution/fluminense-federal-university
701-800,Fujian Agriculture and Forestry University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/45877801.png,http://www.shanghairanking.com/institution/fujian-agriculture-and-forestry-university
701-800,Fujian Medical University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/25946848.png,http://www.shanghairanking.com/institution/fujian-medical-university
701-800,Fujian Normal University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/63841113.png,http://www.shanghairanking.com/institution/fujian-normal-university
701-800,Harbin Medical University,115-132,0.0,http://www.shanghairanking.com/_uni/logo/97930562.png,http://www.shanghairanking.com/institution/harbin-medical-university
701-800,Indian Institute of Technology Delhi,4-7,0.0,http://www.shanghairanking.com/_uni/logo/272613933.png,http://www.shanghairanking.com/institution/indian-institute-of-technology-delhi
701-800,Indian Institute of Technology Madras,4-7,0.0,http://www.shanghairanking.com/_uni/logo/ad4262bf7.png,http://www.shanghairanking.com/institution/indian-institute-of-technology-madras
