Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
301–400,Radboud University Nijmegen,https://www.timeshighereducation.com/world-university-rankings/radboud-university-nijmegen,Netherlands,15,80.6,3,73.5–78.9,4,66.6–73.0,61.1–70.5,72.7–76.7,,,,,,,,
301–400,Riga Technical University,https://www.timeshighereducation.com/world-university-rankings/riga-technical-university,Latvia,9,87.6,,,,,61.1–70.5,72.7–76.7,,,8,66.4–71.5,12,58.7–66.7,,
301–400,University of Rijeka,https://www.timeshighereducation.com/world-university-rankings/university-rijeka,Croatia,,,,,,,75.6–81.7,72.7–76.7,,,4,66.6–73.0,5,67.1,,
301–400,University of the Ryukyus,https://www.timeshighereducation.com/world-university-rankings/university-ryukyus,Japan,14,82.5,12,66.8–76.6,,,81.9–86.9,72.7–76.7,,,15,59.5–72.2,,,,
301–400,Sakarya University,https://www.timeshighereducation.com/world-university-rankings/sakarya-university,Turkey,,,,,12,66.8–76.6,53.4–61.0,72.7–76.7,,,,,8,66.4–71.5,7,61.8–67.8
301–400,University of Salamanca,https://www.timeshighereducation.com/world-university-rankings/university-salamanca,Spain,11,67.1–76.0,,,,,75.6–81.7,72.7–76.7,,,3,68.3–73.4,5,61.5–66.9,,
301–400,"University of Santiago, Chile (USACH)",https://www.timeshighereducation.com/world-university-rankings/universidad-de-santiago-de-chile-usach,Chile,16,70.0–77.0,,,,,81.9–86.9,72.7–76.7,8,62.4–66.3,,,,,7,61.8–67.8
301–400,Shantou University,https://www.timeshighereducation.com/world-university-rankings/shantou-university,China,3,73.5–78.9,,,,,45.3–53.3,72.7–76.7,,,8,66.4–71.5,16,70.0–77.0,,
301–400,Shinshu University,https://www.timeshighereducation.com/world-university-rankings/shinshu-university,Japan,2,71.5,12,66.8–76.6,,,61.1–70.5,72.7–76.7,,,15,76.3,,,,
301–400,University of Southampton,https://www.timeshighereducation.com/world-university-rankings/university-southampton,United Kingdom,10,77.2,8,73.7,,,45.3–53.3,72.7–76.7,,,9,73.0–87.2,,,,
301–400,Sumy State University,https://www.timeshighereducation.com/world-university-rankings/sumy-state-university,Ukraine,12,66.8–76.6,,,8,73.6,70.6–75.5,72.7–76.7,,,,,3,68.3–73.4,,
301–400,Sunway University,https://www.timeshighereducation.com/world-university-rankings/sunway-university,Malaysia,11,60.1–67.0,,,8,66.4–71.5,81.9–86.9,72.7–76.7,,,,,,,6,57.1–67.2
301–400,SUNY University at Albany,https://www.timeshighereducation.com/world-university-rankings/suny-university-albany,United States,3,73.5–78.9,,,,,61.1–70.5,72.7–76.7,11,60.1–67.0,10,65.2–73.3,,,,
301–400,Tecnológico de Costa Rica,https://www.timeshighereducation.com/world-university-rankings/tecnologico-de-costa-rica,Costa Rica,,,,,8,62.4–66.3,53.4–61.0,72.7–76.7,,,7,61.8–67.8,,,,
301–400,Tokyo University of Science,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-science,Japan,14,54.1–69.0,,,9,91.8,75.6–81.7,72.7–76.7,8,48.4–57.7,,,,,,
301–400,Towson University,https://www.timeshighereducation.com/world-university-rankings/towson-university,United States,11,67.1–76.0,14,54.1–69.0,,,61.1–70.5,72.7–76.7,5,73.2,,,,,,
301–400,Universiti Tunku Abdul Rahman (UTAR),https://www.timeshighereducation.com/world-university-rankings/universiti-tunku-abdul-rahman-utar,Malaysia,,,,,8,62.4–66.3,70.6–75.5,72.7–76.7,,,4,73.8,7,61.8–67.8,,
301–400,UEH University,https://www.timeshighereducation.com/world-university-rankings/ueh-university,Vietnam,1,60.3–68.4,,,16,45.2–58.6,75.6–81.7,72.7–76.7,,,,,,,8,76.1
301–400,Umeå University,https://www.timeshighereducation.com/world-university-rankings/umea-university,Sweden,,,,,16,70.0–77.0,75.6–81.7,72.7–76.7,,,5,61.5–66.9,,,3,73.5–78.9
301–400,United Arab Emirates University,https://www.timeshighereducation.com/world-university-rankings/united-arab-emirates-university,United Arab Emirates,4,76.9,7,61.8–67.8,8,57.8–62.2,70.6–75.5,72.7–76.7,,,,,,,,
301–400,Yamaguchi University,https://www.timeshighereducation.com/world-university-rankings/yamaguchi-university,Japan,14,74.3,12,66.8–76.6,3,63.9–68.2,45.3–53.3,72.7–76.7,,,,,,,,
401–600,Akita University,https://www.timeshighereducation.com/world-university-rankings/akita-university,Japan,15,59.5–72.2,,,,,53.4–61.0,66.9–72.6,3,79.9,12,58.7–66.7,,,,
401–600,Al-Balqa Applied University,https://www.timeshighereducation.com/world-university-rankings/al-balqa-applied-university,Jordan,4,66.6–73.0,,,6,49.3–57.0,61.1–70.5,66.9–72.6,,,,,8,62.4–66.3,,
401–600,Alexandria University,https://www.timeshighereducation.com/world-university-rankings/alexandria-university,Egypt,,,,,,,75.6–81.7,66.9–72.6,8,48.4–57.7,,,3,54.7–63.8,5,56.1–61.4
401–600,American University,https://www.timeshighereducation.com/world-university-rankings/american-university,United States,11,67.1–76.0,,,,,1.5–45.2,66.9–72.6,,,5,61.5–66.9,16,78.6,,
401–600,American University in Cairo,https://www.timeshighereducation.com/world-university-rankings/american-university-cairo,Egypt,12,66.8–76.6,7,61.8–67.8,11,60.1–67.0,75.6–81.7,66.9–72.6,,,,,,,,
401–600,American University of the Middle East,https://www.timeshighereducation.com/world-university-rankings/american-university-middle-east-aum,Kuwait,8,74.9,10,79.2,5,73.8,81.9–86.9,66.9–72.6,,,,,,,,
401–600,"Arab Academy for Science, Technology and Maritime Transport",https://www.timeshighereducation.com/world-university-rankings/arab-academy-science-technology-and-maritime-transport,Egypt,6,57.1–67.2,8,66.4–71.5,,,70.6–75.5,66.9–72.6,,,,,,,,
401–600,"Asia University, Taiwan",https://www.timeshighereducation.com/world-university-rankings/asia-university-taiwan,Taiwan,,,11,60.1–67.0,,,53.4–61.0,66.9–72.6,,,8,71.6,,,4,66.6–73.0
401–600,Assiut University,https://www.timeshighereducation.com/world-university-rankings/assiut-university,Egypt,3,54.7–63.8,1,60.3–68.4,,,61.1–70.5,66.9–72.6,,,,,,,7,61.8–67.8
401–600,Auburn University,https://www.timeshighereducation.com/world-university-rankings/auburn-university,United States,14,54.1–69.0,2,68.8,,,70.6–75.5,66.9–72.6,,,3,68.3–73.4,,,,
401–600,Universidad Autónoma del Estado de Hidalgo,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-del-estado-de-hidalgo,Mexico,,,,,1,60.3–68.4,45.3–53.3,66.9–72.6,,,,,3,68.3–73.4,7,69.2
401–600,University of Azuay,https://www.timeshighereducation.com/world-university-rankings/university-azuay,Ecuador,,,5,51.6–56.0,,,75.6–81.7,66.9–72.6,,,8,66.4–71.5,16,58.7–63.6,,
401–600,Babe?-Bolyai University,https://www.timeshighereducation.com/world-university-rankings/babes-bolyai-university,Romania,,,,,13,56.6–66.3,53.4–61.0,66.9–72.6,,,,,5,61.5–66.9,,
401–600,Bahçe?ehir University,https://www.timeshighereducation.com/world-university-rankings/bahcesehir-university,Turkey,,,,,5,56.1–61.4,61.1–70.5,66.9–72.6,,,,,16,77.5,4,75.7
401–600,Bar-Ilan University,https://www.timeshighereducation.com/world-university-rankings/bar-ilan-university,Israel,,,16,70.0–77.0,1,60.3–68.4,53.4–61.0,66.9–72.6,,,,,,,5,56.1–61.4
401–600,University of Basrah,https://www.timeshighereducation.com/world-university-rankings/university-basrah,Iraq,,,,,,,70.6–75.5,66.9–72.6,7,61.8–67.8,4,62.6–66.5,15,59.5–72.2,,
401–600,University of Beira Interior,https://www.timeshighereducation.com/world-university-rankings/university-beira-interior,Portugal,3,63.9–68.2,,,,,61.1–70.5,66.9–72.6,,,7,56.2–61.7,8,48.4–57.7,,
401–600,Beirut Arab University,https://www.timeshighereducation.com/world-university-rankings/beirut-arab-university,Lebanon,,,,,,,70.6–75.5,66.9–72.6,3,68.3–73.4,,,4,74.1,11,67.1–76.0
401–600,Bo?aziçi University,https://www.timeshighereducation.com/world-university-rankings/bogazici-university,Turkey,6,57.1–67.2,,,9,73.0–87.2,45.3–53.3,66.9–72.6,,,5,51.6–56.0,,,,
401–600,Instituto Politécnico de Bragança,https://www.timeshighereducation.com/world-university-rankings/instituto-politecnico-de-braganca,Portugal,10,57.6–65.1,,,,,61.1–70.5,66.9–72.6,5,69.8,,,,,,
401–600,B. S. Abdur Rahman Crescent Institute of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/b-s-abdur-rahman-crescent-institute-science-and-technology,India,6,71.7,,,,,70.6–75.5,66.9–72.6,,,4,75,7,61.8–67.8,,
401–600,Bucharest University of Economic Studies,https://www.timeshighereducation.com/world-university-rankings/bucharest-university-economic-studies,Romania,,,,,,,45.3–53.3,66.9–72.6,,,5,61.5–66.9,,,8,48.4–57.7
401–600,University of Calabria,https://www.timeshighereducation.com/world-university-rankings/university-calabria,Italy,9,60.3–72.9,,,12,58.7–66.7,53.4–61.0,66.9–72.6,11,67.1–76.0,,,,,,
401–600,University of Calcutta,https://www.timeshighereducation.com/world-university-rankings/university-calcutta,India,4,58.7–62.5,5,51.6–56.0,8,75.1,1.5–45.2,66.9–72.6,,,,,,,,
401–600,Universidad Católica San Antonio de Murcia (UCAM),https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-san-antonio-de-murcia-ucam,Spain,4,73.4,3,68.3–73.4,8,57.8–62.2,1.5–45.2,66.9–72.6,,,,,,,,
401–600,Universidad Católica de la Santísima Concepción,https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-de-la-santisima-concepcion,Chile,,,4,77,,,70.6–75.5,66.9–72.6,,,,,16,58.7–63.6,5,61.5–66.9
401–600,Centrale Nantes,https://www.timeshighereducation.com/world-university-rankings/centrale-nantes,France,,,9,73.0–87.2,,,53.4–61.0,66.9–72.6,,,,,8,62.4–66.3,,
401–600,CES University,https://www.timeshighereducation.com/world-university-rankings/ces-university,Colombia,12,58.7–66.7,,,,,61.1–70.5,66.9–72.6,,,,,3,73.5–78.9,5,51.6–56.0
401–600,Chaoyang University of Technology,https://www.timeshighereducation.com/world-university-rankings/chaoyang-university-technology,Taiwan,1,70.5,,,8,57.8–62.2,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Chiang Mai Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/chiang-mai-rajabhat-university,Thailand,12,58.7–66.7,,,,,61.1–70.5,66.9–72.6,,,8,62.4–66.3,,,7,71.2
401–600,University of Chile,https://www.timeshighereducation.com/world-university-rankings/university-chile,Chile,5,56.1–61.4,,,,,61.1–70.5,66.9–72.6,3,73.5–78.9,8,57.8–62.2,,,,
401–600,University of Colombo,https://www.timeshighereducation.com/world-university-rankings/university-colombo,Sri Lanka,12,66.8–76.6,,,,,81.9–86.9,66.9–72.6,,,,,,,,
401–600,University of Concepción,https://www.timeshighereducation.com/world-university-rankings/university-concepcion,Chile,,,,,9,73.0–87.2,61.1–70.5,66.9–72.6,3,68.3–73.4,8,66.4–71.5,,,,
401–600,University of Costa Rica,https://www.timeshighereducation.com/world-university-rankings/university-costa-rica,Costa Rica,3,68.3–73.4,,,,,53.4–61.0,66.9–72.6,,,16,80.9,,,7,56.2–61.7
401–600,Covenant University,https://www.timeshighereducation.com/world-university-rankings/covenant-university,Nigeria,7,70.6,13,56.6–66.3,16,58.7–63.6,53.4–61.0,66.9–72.6,,,,,,,,
401–600,University of Crete,https://www.timeshighereducation.com/world-university-rankings/university-crete,Greece,,,5,56.1–61.4,,,61.1–70.5,66.9–72.6,,,4,76.1,,,,
401–600,University of Cyberjaya,https://www.timeshighereducation.com/world-university-rankings/university-cyberjaya,Malaysia,3,63.9–68.2,5,43.7–51.5,,,75.6–81.7,66.9–72.6,1,54.5–60.1,,,,,,
401–600,Cyprus International University,https://www.timeshighereducation.com/world-university-rankings/cyprus-international-university,Northern Cyprus,,,12,66.8–76.6,,,61.1–70.5,66.9–72.6,7,61.8–67.8,,,,,3,54.7–63.8
401–600,Daffodil International University (DIU),https://www.timeshighereducation.com/world-university-rankings/daffodil-international-university-diu,Bangladesh,10,57.6–65.1,,,5,61.5–66.9,53.4–61.0,66.9–72.6,,,,,,,4,66.6–73.0
401–600,De La Salle University,https://www.timeshighereducation.com/world-university-rankings/de-la-salle-university,Philippines,14,54.1–69.0,12,66.8–76.6,,,75.6–81.7,66.9–72.6,6,76.5,,,,,,
401–600,Dokuz Eylül University,https://www.timeshighereducation.com/world-university-rankings/dokuz-eylul-university,Turkey,9,73.0–87.2,12,58.7–66.7,2,56.3–67.3,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Duy Tan University,https://www.timeshighereducation.com/world-university-rankings/duy-tan-university,Vietnam,3,68.3–73.4,,,16,70.0–77.0,53.4–61.0,66.9–72.6,,,,,8,62.4–66.3,,
401–600,Egypt-Japan University of Science and Technology (E-JUST),https://www.timeshighereducation.com/world-university-rankings/egypt-japan-university-science-and-technology-e-just,Egypt,,,,,6,49.3–57.0,45.3–53.3,66.9–72.6,,,7,72.1,,,11,52.5–60.0
401–600,EMLyon Business School,https://www.timeshighereducation.com/world-university-rankings/emlyon-business-school,France,12,58.7–66.7,,,,,70.6–75.5,66.9–72.6,8,66.4–71.5,,,10,57.6–65.1,,
401–600,Eötvös Loránd University,https://www.timeshighereducation.com/world-university-rankings/eotvos-lorand-university,Hungary,10,65.2–73.3,16,70.0–77.0,4,66.6–73.0,61.1–70.5,66.9–72.6,,,,,,,,
401–600,ESIC,https://www.timeshighereducation.com/world-university-rankings/esic-business-and-marketing-school,Spain,4,73.2,8,66.4–71.5,5,61.5–66.9,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Universidade Estadual de Maringá,https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-de-maringa,Brazil,,,,,16,45.2–58.6,70.6–75.5,66.9–72.6,,,5,51.6–56.0,,,8,62.4–66.3
401–600,Ewha Womans University,https://www.timeshighereducation.com/world-university-rankings/ewha-womans-university,South Korea,9,73.0–87.2,,,,,45.3–53.3,66.9–72.6,,,5,70.7,,,3,54.7–63.8
401–600,Universidade Federal do ABC (UFABC),https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-abc-ufabc,Brazil,,,7,61.8–67.8,16,58.7–63.6,53.4–61.0,66.9–72.6,,,2,56.3–67.3,,,,
401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-ciencias-da-saude-de-porto-alegre-ufcspa,Brazil,5,61.5–66.9,10,51.8–57.5,3,80.2,61.1–70.5,66.9–72.6,,,,,,,,
401–600,Federal University of Espírito Santo,https://www.timeshighereducation.com/world-university-rankings/federal-university-espirito-santo,Brazil,8,62.4–66.3,,,,,61.1–70.5,66.9–72.6,3,63.9–68.2,,,16,70.0–77.0,,
401–600,Federal University of Itajubá,https://www.timeshighereducation.com/world-university-rankings/federal-university-itajuba,Brazil,,,,,6,75,1.5–45.2,66.9–72.6,,,,,8,62.4–66.3,,
401–600,Federal University of Mato Grosso do Sul,https://www.timeshighereducation.com/world-university-rankings/federal-university-mato-grosso-do-sul,Brazil,,,,,,,53.4–61.0,66.9–72.6,8,62.4–66.3,,,,,5,61.5–66.9
401–600,Federal University of Pernambuco,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-pernambuco,Brazil,,,,,8,66.4–71.5,61.1–70.5,66.9–72.6,3,68.3–73.4,,,,,,
401–600,Financial University under the Government of the Russian Federation,,,9,73.0–87.2,8,57.8–62.2,7,51.9–56.1,1.5–45.2,66.9–72.6,,,,,,,,
401–600,University of Freiburg,https://www.timeshighereducation.com/world-university-rankings/university-freiburg,Germany,,,16,63.7–69.9,,,53.4–61.0,66.9–72.6,13,70.9,,,12,66.8–76.6,,
401–600,Fu Jen Catholic University,https://www.timeshighereducation.com/world-university-rankings/fu-jen-catholic-university,Taiwan,12,58.7–66.7,,,11,60.1–67.0,81.9–86.9,66.9–72.6,,,,,,,,
401–600,University of Gda?sk,https://www.timeshighereducation.com/world-university-rankings/university-gdansk,Poland,16,70.0–77.0,,,5,74.8,70.6–75.5,66.9–72.6,,,,,,,7,56.2–61.7
401–600,University of Ghana,https://www.timeshighereducation.com/world-university-rankings/university-ghana,Ghana,3,54.7–63.8,1,38.2–49.4,,,61.1–70.5,66.9–72.6,,,16,58.7–63.6,,,,
401–600,University of Hamburg,https://www.timeshighereducation.com/world-university-rankings/university-hamburg,Germany,,,,,,,61.1–70.5,66.9–72.6,,,3,63.9–68.2,5,61.5–66.9,4,62.6–66.5
401–600,Hasanuddin University,https://www.timeshighereducation.com/world-university-rankings/hasanuddin-university,Indonesia,16,45.2–58.6,14,54.1–69.0,,,75.6–81.7,66.9–72.6,,,,,3,68.3–73.4,,
401–600,Hungarian University of Agriculture and Life Sciences,https://www.timeshighereducation.com/world-university-rankings/hungarian-university-agriculture-and-life-sciences,Hungary,2,67.6,15,59.5–72.2,,,53.4–61.0,66.9–72.6,,,8,57.8–62.2,,,,
401–600,Immanuel Kant Baltic Federal University,,,16,66.4–71.5,8,65.2–73.3,10,1.5–45.2,,66.9–72.6,,,,,,,,
401–600,Indiana University South Bend,https://www.timeshighereducation.com/world-university-rankings/indiana-university-south-bend,United States,,,,,5,67.6,61.1–70.5,66.9–72.6,3,63.9–68.2,,,16,45.2–58.6,,
401–600,Indian Institute of Technology Guwahati,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-guwahati,India,9,73.0–87.2,,,8,62.4–66.3,1.5–45.2,66.9–72.6,,,7,80.3,,,,
401–600,Indian Institute of Technology Gandhinagar,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-gandhinagar,India,,,,,,,61.1–70.5,66.9–72.6,7,56.2–61.7,,,12,82.3,6,57.1–67.2
401–600,University of Insubria,https://www.timeshighereducation.com/world-university-rankings/university-insubria,Italy,,,,,,,61.1–70.5,66.9–72.6,,,10,65.2–73.3,8,57.8–62.2,4,66.6–73.0
401–600,International University of Rabat,https://www.timeshighereducation.com/world-university-rankings/international-university-rabat,Morocco,,,,,8,75,61.1–70.5,66.9–72.6,,,7,56.2–61.7,,,,
401–600,ISCTE-University Institute of Lisbon,https://www.timeshighereducation.com/world-university-rankings/instituto-universitario-de-lisboa,Portugal,,,,,,,53.4–61.0,66.9–72.6,,,5,51.6–56.0,10,73.7,4,58.7–62.5
401–600,Isfahan University of Medical Sciences,https://www.timeshighereducation.com/world-university-rankings/isfahan-university-medical-sciences,Iran,,,,,3,68.3–73.4,1.5–45.2,66.9–72.6,,,,,,,8,62.4–66.3
401–600,ITMO University,,,8,48.4–57.7,9,91.1,11,60.1–67.0,45.3–53.3,66.9–72.6,,,,,,,,
401–600,Universita IULM,https://www.timeshighereducation.com/world-university-rankings/universita-iulm,Italy,16,70.0–77.0,5,67.9,8,57.8–62.2,53.4–61.0,66.9–72.6,,,,,,,,
401–600,Jagiellonian University,https://www.timeshighereducation.com/world-university-rankings/jagiellonian-university,Poland,,,,,16,78.1,45.3–53.3,66.9–72.6,11,67.1–76.0,,,,,3,54.7–63.8
401–600,Jeju National University,https://www.timeshighereducation.com/world-university-rankings/jeju-national-university,South Korea,9,73.0–87.2,5,43.7–51.5,3,54.7–63.8,45.3–53.3,66.9–72.6,,,,,,,,
401–600,The University of Jordan,https://www.timeshighereducation.com/world-university-rankings/university-jordan,Jordan,,,,,3,63.9–68.2,61.1–70.5,66.9–72.6,,,,,,,4,73.6
401–600,Jordan University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/jordan-university-science-and-technology,Jordan,6,57.1–67.2,4,51.0–58.6,,,70.6–75.5,66.9–72.6,3,87.9,,,,,,
401–600,Kadir Has University,https://www.timeshighereducation.com/world-university-rankings/kadir-has-university,Turkey,8,57.8–62.2,5,56.1–61.4,11,60.1–67.0,75.6–81.7,66.9–72.6,,,,,,,,
401–600,Kanazawa University,https://www.timeshighereducation.com/world-university-rankings/kanazawa-university,Japan,12,58.7–66.7,11,52.5–60.0,,,81.9–86.9,66.9–72.6,,,,,3,68.3–73.4,,
401–600,Kaohsiung Medical University,https://www.timeshighereducation.com/world-university-rankings/kaohsiung-medical-university,Taiwan,,,,,8,48.4–57.7,53.4–61.0,66.9–72.6,3,87.2,,,,,12,58.7–66.7
401–600,Katholische Universität Eichstätt-Ingolstadt,https://www.timeshighereducation.com/world-university-rankings/katholische-universitat-eichstatt-ingolstadt,Germany,12,66.8–76.6,,,13,56.6–66.3,1.5–45.2,66.9–72.6,4,76.3,,,,,,
401–600,Universiti Kebangsaan Malaysia,https://www.timeshighereducation.com/world-university-rankings/universiti-kebangsaan-malaysia,Malaysia,5,56.1–61.4,2,56.3–67.3,,,61.1–70.5,66.9–72.6,3,68.3–73.4,,,,,,
401–600,King Khalid University,https://www.timeshighereducation.com/world-university-rankings/king-khalid-university,Saudi Arabia,6,69.4,,,,,53.4–61.0,66.9–72.6,,,,,,,,
401–600,King Mongkut’s Institute of Technology Ladkrabang,https://www.timeshighereducation.com/world-university-rankings/king-mongkuts-institute-technology-ladkrabang,Thailand,,,,,9,60.3–72.9,61.1–70.5,66.9–72.6,,,8,57.8–62.2,,,4,66.6–73.0
401–600,Korea University,https://www.timeshighereducation.com/world-university-rankings/korea-university,South Korea,9,98.7,8,62.4–66.3,7,51.9–56.1,1.5–45.2,66.9–72.6,,,,,,,,
401–600,University of Kragujevac,https://www.timeshighereducation.com/world-university-rankings/university-kragujevac-0,Serbia,,,,,8,66.4–71.5,1.5–45.2,66.9–72.6,,,3,68.3–73.4,5,56.1–61.4,,
401–600,Krakow University of Economics,https://www.timeshighereducation.com/world-university-rankings/krakow-university-economics,Poland,16,63.7–69.9,,,,,53.4–61.0,66.9–72.6,8,66.4–71.5,,,,,,
401–600,Kursk State Medical University,,,10,77.4,3,73.5–78.9,8,66.4–71.5,1.5–45.2,66.9–72.6,,,,,,,,
401–600,University of Lahore,https://www.timeshighereducation.com/world-university-rankings/university-lahore,Pakistan,2,56.3–67.3,12,58.7–66.7,13,56.6–66.3,61.1–70.5,66.9–72.6,,,,,,,,
401–600,University of Lausanne,https://www.timeshighereducation.com/world-university-rankings/university-lausanne,Switzerland,12,66.8–76.6,8,48.4–57.7,,,53.4–61.0,66.9–72.6,,,,,16,58.7–63.6,,
401–600,University of León,https://www.timeshighereducation.com/world-university-rankings/university-leon,Spain,,,16,63.7–69.9,1,60.3–68.4,61.1–70.5,66.9–72.6,,,,,,,5,56.1–61.4
401–600,Linnaeus University,https://www.timeshighereducation.com/world-university-rankings/linnaeus-university,Sweden,5,61.5–66.9,8,62.4–66.3,14,73.2,61.1–70.5,66.9–72.6,,,,,,,,
401–600,Lucian Blaga University of Sibiu,https://www.timeshighereducation.com/world-university-rankings/lucian-blaga-university-sibiu-0,Romania,,,,,,,45.3–53.3,66.9–72.6,5,56.1–61.4,,,8,66.4–71.5,4,76.3
401–600,Lviv Polytechnic National University,https://www.timeshighereducation.com/world-university-rankings/national-university-lviv-polytechnic,Ukraine,,,2,48.3–56.2,8,48.4–57.7,70.6–75.5,66.9–72.6,,,,,,,,
401–600,Mae Fah Luang University,https://www.timeshighereducation.com/world-university-rankings/mae-fah-luang-university,Thailand,,,,,11,67.1–76.0,70.6–75.5,66.9–72.6,,,5,73.5,,,,
401–600,Maejo University,https://www.timeshighereducation.com/world-university-rankings/maejo-university,Thailand,,,,,6,57.1–67.2,61.1–70.5,66.9–72.6,,,12,58.7–66.7,7,61.8–67.8,,
401–600,Mahasarakham University,https://www.timeshighereducation.com/world-university-rankings/mahasarakham-university,Thailand,,,15,59.5–72.2,14,73.7,45.3–53.3,66.9–72.6,,,4,58.7–62.5,,,,
401–600,Universiti Malaysia Perlis,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-perlis,Malaysia,1,60.3–68.4,2,48.3–56.2,,,75.6–81.7,66.9–72.6,,,,,,,8,57.8–62.2
401–600,Universiti Malaysia Sarawak (UNIMAS),https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-sarawak-unimas,Malaysia,5,61.5–66.9,16,58.7–63.6,4,58.7–62.5,61.1–70.5,66.9–72.6,,,,,,,,
401–600,Management & Science University (MSU),https://www.timeshighereducation.com/world-university-rankings/management-science-university-msu,Malaysia,4,62.6–66.5,,,,,61.1–70.5,66.9–72.6,,,5,61.5–66.9,,,3,54.7–63.8
401–600,Masaryk University,https://www.timeshighereducation.com/world-university-rankings/masaryk-university,Czech Republic,16,63.7–69.9,,,3,63.9–68.2,75.6–81.7,66.9–72.6,,,,,,,4,58.7–62.5
401–600,University of Massachusetts,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts,United States,,,4,62.6–66.5,,,70.6–75.5,66.9–72.6,,,,,16,63.7–69.9,9,73.0–87.2
401–600,Maynooth University,https://www.timeshighereducation.com/world-university-rankings/maynooth-university,Ireland,4,58.7–62.5,,,10,65.2–73.3,45.3–53.3,66.9–72.6,,,5,68.2,,,,
401–600,Mie University,https://www.timeshighereducation.com/world-university-rankings/mie-university,Japan,12,49.4–58.6,2,56.3–67.3,,,53.4–61.0,66.9–72.6,,,9,60.3–72.9,,,,
401–600,University of Milan,https://www.timeshighereducation.com/world-university-rankings/university-milan,Italy,,,,,,,70.6–75.5,66.9–72.6,3,68.3–73.4,5,56.1–61.4,,,12,49.4–58.6
401–600,Ming Chi University of Technology,https://www.timeshighereducation.com/world-university-rankings/ming-chi-university-technology-0,Taiwan,9,60.3–72.9,11,67.1–76.0,,,61.1–70.5,66.9–72.6,,,8,66.4–71.5,,,,
401–600,Moscow Institute of Physics and Technology (MIPT),,,9,73.0–87.2,8,62.4–66.3,1,60.3–68.4,45.3–53.3,66.9–72.6,,,,,,,,
401–600,Russian Biotechnological University (BIOTECH),,,2,68.5,5,56.1–61.4,4,62.6–66.5,53.4–61.0,66.9–72.6,,,,,,,,
401–600,University of Münster,https://www.timeshighereducation.com/world-university-rankings/university-munster,Germany,,,11,60.1–67.0,5,56.1–61.4,53.4–61.0,66.9–72.6,3,63.9–68.2,,,,,,
401–600,Mutah University,https://www.timeshighereducation.com/world-university-rankings/mutah-university,Jordan,,,,,,,75.6–81.7,66.9–72.6,4,51.0–58.6,16,58.7–63.6,,,7,71.8
401–600,Universidad Nacional del Litoral,https://www.timeshighereducation.com/world-university-rankings/universidad-nacional-del-litoral,Argentina,,,16,70.0–77.0,,,45.3–53.3,66.9–72.6,7,71.8,,,,,4,66.6–73.0
401–600,Nanhua University,https://www.timeshighereducation.com/world-university-rankings/nanhua-university,Taiwan,,,,,,,61.1–70.5,66.9–72.6,,,4,62.6–66.5,,,7,56.2–61.7
401–600,National Institute of Applied Sciences of Lyon (INSA Lyon),https://www.timeshighereducation.com/world-university-rankings/institut-national-des-sciences-appliquees-de-lyon-insa,France,,,7,51.9–56.1,,,70.6–75.5,66.9–72.6,11,67.1–76.0,,,10,57.6–65.1,,
401–600,National Chung Hsing University,https://www.timeshighereducation.com/world-university-rankings/national-chung-hsing-university,Taiwan,,,,,13,66.9,81.9–86.9,66.9–72.6,7,61.8–67.8,15,82.8,,,,
401–600,National Institute of Development Administration,https://www.timeshighereducation.com/world-university-rankings/national-institute-development-administration,Thailand,11,60.1–67.0,8,66.4–71.5,,,75.6–81.7,66.9–72.6,,,,,16,63.7–69.9,,
401–600,National University of Distance Education (UNED),https://www.timeshighereducation.com/world-university-rankings/national-university-distance-education-uned,Spain,,,16,82.6,8,48.4–57.7,81.9–86.9,66.9–72.6,,,,,,,5,43.7–51.5
